Sex,Age,Household Language,Educational Attainment,Employment Status,Disability Status,School Attendance,Population
Female,30,N/A (GQ/vacant),No schooling completed,"Civilian employed, at work",With a disability,"No, has not attended in the last 3 months",0
Female,18,English Only,No schooling completed,"Civilian employed, at work",With a disability,"No, has not attended in the last 3 months",0
Female,19,English Only,No schooling completed,"Civilian employed, at work",With a disability,"No, has not attended in the last 3 months",0
Female,20,English Only,No schooling completed,"Civilian employed, at work",With a disability,"No, has not attended in the last 3 months",0
Female,21,English Only,No schooling completed,"Civilian employed, at work",With a disability,"No, has not attended in the last 3 months",0
Female,22,English Only,No schooling completed,"Civilian employed, at work",With a disability,"No, has not attended in the last 3 months",0
Female,23,English Only,No schooling completed,"Civilian employed, at work",With a disability,"No, has not attended in the last 3 months",0
Female,24,English Only,No schooling completed,"Civilian employed, at work",With a disability,"No, has not attended in the last 3 months",0
Female,25,English Only,No schooling completed,"Civilian employed, at work",With a disability,"No, has not attended in the last 3 months",0
Female,26,English Only,No schooling completed,"Civilian employed, at work",With a disability,"No, has not attended in the last 3 months",0
Female,27,English Only,No schooling completed,"Civilian employed, at work",With a disability,"No, has not attended in the last 3 months",0
Female,28,English Only,No schooling completed,"Civilian employed, at work",With a disability,"No, has not attended in the last 3 months",0
Female,29,English Only,No schooling completed,"Civilian employed, at work",With a disability,"No, has not attended in the last 3 months",0
Female,30,English Only,No schooling completed,"Civilian employed, at work",With a disability,"No, has not attended in the last 3 months",0
Female,18,Spanish,No schooling completed,"Civilian employed, at work",With a disability,"No, has not attended in the last 3 months",0
Female,19,Spanish,No schooling completed,"Civilian employed, at work",With a disability,"No, has not attended in the last 3 months",0
Female,20,Spanish,No schooling completed,"Civilian employed, at work",With a disability,"No, has not attended in the last 3 months",0
Female,21,Spanish,No schooling completed,"Civilian employed, at work",With a disability,"No, has not attended in the last 3 months",0
Female,22,Spanish,No schooling completed,"Civilian employed, at work",With a disability,"No, has not attended in the last 3 months",0
Female,23,Spanish,No schooling completed,"Civilian employed, at work",With a disability,"No, has not attended in the last 3 months",0
Female,24,Spanish,No schooling completed,"Civilian employed, at work",With a disability,"No, has not attended in the last 3 months",0
Female,25,Spanish,No schooling completed,"Civilian employed, at work",With a disability,"No, has not attended in the last 3 months",0
Female,26,Spanish,No schooling completed,"Civilian employed, at work",With a disability,"No, has not attended in the last 3 months",0
Female,27,Spanish,No schooling completed,"Civilian employed, at work",With a disability,"No, has not attended in the last 3 months",0
Female,28,Spanish,No schooling completed,"Civilian employed, at work",With a disability,"No, has not attended in the last 3 months",134
Female,29,Spanish,No schooling completed,"Civilian employed, at work",With a disability,"No, has not attended in the last 3 months",0
Female,30,Spanish,No schooling completed,"Civilian employed, at work",With a disability,"No, has not attended in the last 3 months",0
Female,18,Other Indo-European languages,No schooling completed,"Civilian employed, at work",With a disability,"No, has not attended in the last 3 months",0
Female,19,Other Indo-European languages,No schooling completed,"Civilian employed, at work",With a disability,"No, has not attended in the last 3 months",0
Female,20,Other Indo-European languages,No schooling completed,"Civilian employed, at work",With a disability,"No, has not attended in the last 3 months",0
Female,21,Other Indo-European languages,No schooling completed,"Civilian employed, at work",With a disability,"No, has not attended in the last 3 months",0
Female,22,Other Indo-European languages,No schooling completed,"Civilian employed, at work",With a disability,"No, has not attended in the last 3 months",0
Female,23,Other Indo-European languages,No schooling completed,"Civilian employed, at work",With a disability,"No, has not attended in the last 3 months",0
Female,24,Other Indo-European languages,No schooling completed,"Civilian employed, at work",With a disability,"No, has not attended in the last 3 months",0
Female,25,Other Indo-European languages,No schooling completed,"Civilian employed, at work",With a disability,"No, has not attended in the last 3 months",0
Female,26,Other Indo-European languages,No schooling completed,"Civilian employed, at work",With a disability,"No, has not attended in the last 3 months",0
Female,27,Other Indo-European languages,No schooling completed,"Civilian employed, at work",With a disability,"No, has not attended in the last 3 months",0
Female,28,Other Indo-European languages,No schooling completed,"Civilian employed, at work",With a disability,"No, has not attended in the last 3 months",0
Female,29,Other Indo-European languages,No schooling completed,"Civilian employed, at work",With a disability,"No, has not attended in the last 3 months",0
Female,30,Other Indo-European languages,No schooling completed,"Civilian employed, at work",With a disability,"No, has not attended in the last 3 months",0
Female,18,Asian and Pacific Island languages,No schooling completed,"Civilian employed, at work",With a disability,"No, has not attended in the last 3 months",0
Female,19,Asian and Pacific Island languages,No schooling completed,"Civilian employed, at work",With a disability,"No, has not attended in the last 3 months",0
Female,20,Asian and Pacific Island languages,No schooling completed,"Civilian employed, at work",With a disability,"No, has not attended in the last 3 months",0
Female,21,Asian and Pacific Island languages,No schooling completed,"Civilian employed, at work",With a disability,"No, has not attended in the last 3 months",0
Female,22,Asian and Pacific Island languages,No schooling completed,"Civilian employed, at work",With a disability,"No, has not attended in the last 3 months",0
Female,23,Asian and Pacific Island languages,No schooling completed,"Civilian employed, at work",With a disability,"No, has not attended in the last 3 months",0
Female,24,Asian and Pacific Island languages,No schooling completed,"Civilian employed, at work",With a disability,"No, has not attended in the last 3 months",0
Female,25,Asian and Pacific Island languages,No schooling completed,"Civilian employed, at work",With a disability,"No, has not attended in the last 3 months",0
Female,26,Asian and Pacific Island languages,No schooling completed,"Civilian employed, at work",With a disability,"No, has not attended in the last 3 months",0
Female,27,Asian and Pacific Island languages,No schooling completed,"Civilian employed, at work",With a disability,"No, has not attended in the last 3 months",0
Female,28,Asian and Pacific Island languages,No schooling completed,"Civilian employed, at work",With a disability,"No, has not attended in the last 3 months",0
Female,29,Asian and Pacific Island languages,No schooling completed,"Civilian employed, at work",With a disability,"No, has not attended in the last 3 months",0
Female,30,Asian and Pacific Island languages,No schooling completed,"Civilian employed, at work",With a disability,"No, has not attended in the last 3 months",0
Female,18,Other Language,No schooling completed,"Civilian employed, at work",With a disability,"No, has not attended in the last 3 months",0
Female,19,Other Language,No schooling completed,"Civilian employed, at work",With a disability,"No, has not attended in the last 3 months",0
Female,20,Other Language,No schooling completed,"Civilian employed, at work",With a disability,"No, has not attended in the last 3 months",0
Female,21,Other Language,No schooling completed,"Civilian employed, at work",With a disability,"No, has not attended in the last 3 months",0
Female,22,Other Language,No schooling completed,"Civilian employed, at work",With a disability,"No, has not attended in the last 3 months",0
Female,23,Other Language,No schooling completed,"Civilian employed, at work",With a disability,"No, has not attended in the last 3 months",0
